JTBD,BSci Intervention,Trigger,Minimum Condition,Parameters,CTA,Measurement,Notification Header,Notification Body,GPT Header Chars,GPT Body Chars,Real Header Chars,Real Body Chars
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Perform physical activity,-,"Let's go, [name]!",Your physical activity goal is a step towards your overall goal. Let's get active and achieve it!,116,,17,97
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Perform physical activity,-,"[name], time to move!",Physical activity is key to achieving your overall goal. Let's get moving and embrace success!,118,,21,94
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Perform physical activity,-,"[name], let's work on your goal!",Your physical activity is directly linked to your overall goal. Let's get moving and make progress!,122,,32,99
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Manual log physical activity in the app,-,"[name], log your progress!",Remember to log your physical activity. It's a crucial part of achieving your overall goal!,120,,26,91
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Manual log physical activity in the app,-,"Time to log, [name]!",Logging your physical activity is key to your overall goal. Let's log your progress towards success!,124,,20,100
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Manual log physical activity in the app,-,"[name], track your steps!",Don't forget to log your physical activity. It's all part of the journey to your overall goal!,122,,25,94
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Manual log physical activity in the app,-,"Hi [name], time to log!",Remember to log your physical activity. Every step counts towards your overall goal!,108,,23,84
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Manual log physical activity in the app,-,"[name], log your activity!",Logging your physical activity helps track your progress towards your overall goal. Let's log it now!,122,,26,101
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Perform physical activity,-,"Good morning, [name]!",Let's start the day with some physical activity. It's a key part of your overall goal to increase PA.,124,,21,101
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Perform physical activity,-,"[name], let's get moving!",Your goal to increase PA is tied to your daily activities. Let's make progress towards it today!,123,,25,96
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Perform physical activity,-,"[name], time to be active!",Every bit of physical activity brings you closer to your overall goal. Let's work on it today!,120,,26,94
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Perform physical activity,-,"Let's go, [name]!",Your goal to increase PA is a step towards your overall health. Let's get active and achieve it!,118,,17,96
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Perform physical activity,-,"[name], let's achieve your goal!",Physical activity is key to your overall goal. Let's get moving and embrace success!,120,,32,84
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Manual log physical activity in the app,-,"[name], log your progress!",Remember to log your physical activity. It's a crucial part of achieving your overall goal!,120,,26,91
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Manual log physical activity in the app,-,"Time to log, [name]!",Logging your physical activity is key to your overall goal. Let's log your progress towards success!,124,,20,100
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Manual log physical activity in the app,-,"[name], track your steps!",Don't forget to log your physical activity. It's all part ofthe journey to your overall goal!,122,,25,93
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Manual log physical activity in the app,-,"Hi [name], time to log!",Remember to log your physical activity. Every step counts towards your overall goal!,108,,23,84
Help me see my goals as important,Link PA goal to overall goal2,30 minutes after user woke up,"goal chosen = increase PA, seniority <= 2 weeks, user has not completed daily goal",-,Manual log physical activity in the app,-,"[name], log your activity!",Logging your physical activity helps track your progress towards your overall goal. Let's log it now!,122,,26,101
Help me see my goals as important,Remind me I made a commitment to a goal,time insensitive,"At least 5 minutes remaining to daily goal, Day of the week is at least Tuesday",-,Perform physical activity,-,"[name], remember your goal!",You've committed to a daily goal. Let's get moving and make progress towards it today!,116,,27,86
Help me see my goals as important,Remind me I made a commitment to a goal,time insensitive,"At least 5 minutes remaining to daily goal, Day of the week is at least Tuesday",-,Perform physical activity,-,"[name], let's achieve your goal!",Your commitment to your daily goal is important. Let's get active and work towards it!,114,,32,86
Help me see my goals as important,Remind me I made a commitment to a goal,time insensitive,"At least 5 minutes remaining to daily goal, Day of the week is at least Tuesday",-,Perform physical activity,-,"Let's go, [name]!",Remember your commitment to your daily goal. Let's get moving and achieve it!,108,,17,77
Help me see my goals as important,Remind me I made a commitment to a goal,time insensitive,"At least 5 minutes remaining to daily goal, Day of the week is at least Tuesday",-,Perform physical activity,-,"[name], time to move!",Your daily goal is a commitment you've made. Let's get moving and embrace success!,112,,21,82
